ZIP_5,STATE,location,Latitude,Longitude,distance_to_hospital
27379,NC,"Yanceyville, NC 27379, USA",36.38039029999999,-79.3465557,34.42685408210964
27592,NC,"Willow Spring, NC 27592, USA",35.5648713,-78.6682395,34.08134820510575
27330,NC,"Buffalo Lake, NC 27330, USA",35.555945,-79.1548533,33.46595365351035
27574,NC,"Roxboro, NC 27574, USA",36.4768903,-78.8835548,32.598780574804024
27344,NC,"Siler City, NC 27344, USA",35.7530672,-79.4253776,32.461368044042196
27529,NC,"Garner, NC 27529, USA",35.6544684,-78.5887951,31.23142646101308
27565,NC,"Oxford, NC 27565, USA",36.3655298,-78.6114999,30.724643847214082
27216,NC,"Burlington, NC 27216, USA",36.03,-79.47999999999999,30.352983067889564
27526,NC,"Fuquay-Varina, NC 27526, USA",35.5843376,-78.8000278,30.21039392374861
27544,NC,"Kittrell, NC 27544, USA",36.20031549999999,-78.4524591,30.19403888285753
27291,NC,"Leasburg, NC 27291, USA",36.3971858,-79.17742679999999,30.086830820437264
27545,NC,"Knightdale, NC 27545, USA",35.7847649,-78.4865602,29.55179789833552
27215,NC,"Burlington, NC 27215, USA",36.0955555,-79.4379412,28.61005907924808
27525,NC,"Franklinton, NC 27525, USA",36.1145794,-78.4524591,28.096419646224486
27217,NC,"Green Level, NC 27217, USA",36.1602349,-79.4028639,28.05143951214821
27699,NC,"Raleigh, NC 27699, USA",35.67,-78.66,28.004522857003735
27349,NC,"Snow Camp, NC 27349, USA",35.8589519,-79.4028639,27.969539624027117
27610,NC,"Raleigh, NC 27610, USA",35.7482425,-78.5547283,27.916515811668102
27573,NC,"Roxboro, NC 27573, USA",36.4094786,-78.9627624,27.837034130827217
27603,NC,"Raleigh, NC 27603, USA",35.6631125,-78.6795836,27.816497162549723
27596,NC,"Youngsville, NC 27596, USA",36.01690809999999,-78.44108949999999,27.75779140028452
27571,NC,"Rolesville, NC 27571, USA",35.9189174,-78.4553013,27.651579653305213
27559,NC,"Moncure, NC 27559, USA",35.652202,-79.1435645,27.099846489432352
27540,NC,"Holly Springs, NC 27540, USA",35.6251337,-78.8495889,26.848026640735494
27562,NC,"New Hill, NC 27562, USA",35.6453952,-78.95145099999999,25.003422087676086
27539,NC,"Apex, NC 27539, USA",35.6814022,-78.7589558,24.627586424507687
27604,NC,"Brentwood, NC 27604, USA",35.8150476,-78.57744079999999,24.130734555149644
27588,NC,"Wake Forest, NC 27588, USA",35.9799999,-78.50999999999999,23.97699666514609
27359,NC,"Swepsonville, NC 27359, USA",36.021627,-79.3627478,23.781608063946845
27601,NC,"Raleigh, NC 27601, USA",35.7744301,-78.6313624,23.500431212894068
27626,,"Raleigh, NC 27626, USA",35.77,-78.64,23.364054749913546
27620,NC,"Raleigh, NC 27620, USA",35.77,-78.64,23.364054749913546
27629,NC,"Raleigh, NC 27629, USA",35.77,-78.64,23.364054749913546
27611,NC,"Raleigh, NC 27611, USA",35.772096,-78.6386145,23.318183745358052
27616,NC,"Brentwood, NC 27616, USA",35.8774409,-78.5547283,23.21540760423405
27602,NC,"Raleigh, NC 27602, USA",35.7756018,-78.64039869999999,23.077804041883784
27314,NC,"Prospect Hill, NC 27314, USA",36.2686629,-79.17742679999999,22.48756327138716
27606,NC,"Raleigh, NC 27606, USA",35.7418297,-78.713608,22.207979644307574
27312,NC,"Pittsboro, NC 27312, USA",35.7524399,-79.17742679999999,22.13268820193395
27258,NC,"Haw River, NC 27258, USA",36.00858059999999,-79.3296565,21.91308444994439
27658,NC,"Raleigh, NC 27658, USA",35.85,-78.6,21.784903357146757
27605,NC,"Raleigh, NC 27605, USA",35.7927515,-78.6540576,21.70658386859179
27253,NC,"Graham, NC 27253, USA",35.9371041,-79.3127543,21.52791013667866
27628,NC,"Raleigh, NC 27628, USA",35.80451,-78.64663,21.473219181596864
27608,NC,"Raleigh, NC 27608, USA",35.8059449,-78.65122099999999,21.213842785841656
27518,NC,"Cary, NC 27518, USA",35.7315398,-78.7759559,21.080988530600003
27609,NC,"Raleigh, NC 27609, USA",35.8409242,-78.62285039999999,21.022938524302855
27502,NC,"Apex, NC 27502, USA",35.7178049,-78.9175088,20.019988156009354
27607,NC,"Raleigh, NC 27607, USA",35.8019142,-78.6875364,19.920899202464085
27302,NC,"Mebane, NC 27302, USA",36.1051434,-79.2676668,19.6419157898163
27587,NC,"Wake Forest, NC 27587, USA",35.9989632,-78.5887951,19.504720364339427
27541,NC,"Hurdle Mills, NC 27541, USA",36.2603922,-79.08710049999999,19.387504876560318
27583,NC,"Timberlake, NC 27583, USA",36.2862387,-78.95255329999999,19.30465112774285
27231,NC,"Cedar Grove, NC 27231, USA",36.1946197,-79.1887115,19.088920770059634
27512,NC,"Cary, NC 27512, USA",35.76,-78.78999999999999,18.96726293502379
27619,NC,"Raleigh, NC 27619, USA",35.9,-78.63,18.728156626631478
27511,NC,"Cary, NC 27511, USA",35.7698044,-78.78162189999999,18.575411043136096
27615,NC,"Raleigh, NC 27615, USA",35.8861371,-78.64554749999999,18.34990708739307
27581,NC,"Stem, NC 27581, USA",36.2168937,-78.7362845,18.340829184754966
27614,NC,"Raleigh, NC 27614, USA",35.9484958,-78.62285039999999,18.058520830855898
27612,NC,"Raleigh, NC 27612, USA",35.8533273,-78.6965972,17.166399199640697
27522,NC,"Creedmoor, NC 27522, USA",36.1364544,-78.6795836,16.95609070624655
27572,NC,"Rougemont, NC 27572, USA",36.2393756,-78.8609122,16.609587140568912
27523,NC,"Apex, NC 27523, USA",35.7748764,-78.95145099999999,16.063816140531536
27513,NC,"Cary, NC 27513, USA",35.8129046,-78.78162189999999,16.006963993768622
27613,NC,"Raleigh, NC 27613, USA",35.9049831,-78.7088295,14.611284594242429
27243,NC,"Efland, NC 27243, USA",36.1066802,-79.1661407,14.501756908706326
27519,NC,"Cary, NC 27519, USA",35.8019588,-78.8948741,14.374164943020098
27509,NC,"Butner, NC 27509, USA",36.1547207,-78.7589558,14.266851054020707
27517,NC,"Chapel Hill, NC 27517, USA",35.8263369,-79.0419053,13.785993139941466
27560,NC,"Morrisville, NC 27560, USA",35.8387032,-78.8269385,13.180029044504437
27623,NC,"Raleigh, NC 27623, USA",35.86,-78.78999999999999,13.095208468520353
27675,NC,"Raleigh, NC 27675, USA",35.9,-78.75,12.839485721867907
27617,NC,"Raleigh, NC 27617, USA",35.9017424,-78.7532884,12.619707899572058
27516,NC,"Chapel Hill, NC 27516, USA",35.9207806,-79.1322744,12.4134230140937
27503,NC,"Bahama, NC 27503, USA",36.16539059999999,-78.8722341,11.529746778643561
27510,NC,"Carrboro, NC 27510, USA",35.9107512,-79.0814523,10.442292662690882
27278,NC,"Hillsborough, NC 27278, USA",36.0887108,-79.08710049999999,10.076983388995549
27515,NC,"Chapel Hill, NC 27515, USA",35.9099999,-79.06,9.584916423069357
27709,NC,"Durham, NC 27709, USA",35.8908636,-78.8665733,8.960052932150834
27713,NC,"Durham, NC 27713, USA",35.890231,-78.9175088,8.152688632290221
27703,NC,"Durham, NC 27703, USA",35.9657059,-78.8042828,7.983302982387401
27712,NC,"Durham, NC 27712, USA",36.1031244,-78.8948741,7.050842418259852
27514,NC,"Chapel Hill, NC 27514, USA",35.9722081,-79.04755589999999,6.602921079296146
27722,NC,"Durham, NC 27722, USA",36.1,-78.92,6.493621870900236
27704,NC,"Durham, NC 27704, USA",36.0323222,-78.8269385,6.425023657467348
27707,NC,"Durham, NC 27707, USA",35.9530958,-78.9571069,3.8874622596078803
27705,NC,"Durham, NC 27705, USA",36.025609,-78.9853813,2.9607431777006603
27701,NC,"Durham, NC 27701, USA",35.9981205,-78.8920444,2.6208604895150907
27702,NC,"Durham, NC 27702, USA",35.98999999999999,-78.89999999999999,2.4111106963428908
27717,NC,"Durham, NC 27717, USA",35.98999999999999,-78.89999999999999,2.4111106963428908
27715,NC,"Durham, NC 27715, USA",35.98999999999999,-78.89999999999999,2.4111106963428908
27708,NC,"Durham, NC 27708, USA",35.9992263,-78.94720889999999,0.7644782915718371
