ZIP_5,STATE,location,Latitude,Longitude,distance_to_hospital
99507,AK,"Anchorage, AK 99507, USA",61.14876899999999,-149.8010811,3454.199762575059
99577,AK,"Eagle River, AK 99577, USA",61.26736379999999,-149.2891675,3436.686173895117
94123,CA,"San Francisco, CA 94123, USA",37.8020405,-122.4382307,2384.8031702929175
97448,OR,"Junction City, OR 97448, USA",44.2188946,-123.3145052,2381.9826558651466
98632,WA,"Longview, WA 98632, USA",46.1381594,-122.9381639,2362.9649442710183
93907,CA,"Salinas, CA 93907, USA",36.7918545,-121.6511258,2355.9713255697006
98144,WA,"Seattle, WA 98144, USA",47.58457569999999,-122.303649,2337.475288989448
98391,WA,"Bonney Lake, WA 98391, USA",47.174049,-122.1702757,2329.4549043419315
95758,CA,"Elk Grove, CA 95758, USA",38.427766,-121.4798948,2325.984550161155
95843,CA,"Antelope, CA 95843, USA",38.7149071,-121.3598812,2316.4402320854665
95366,CA,"Ripon, CA 95366, USA",37.7514303,-121.1481284,2316.1492856708655
97703,OR,"Oregon 97703, USA",44.0638267,-121.3409115,2284.3925100119454
93033,CA,"Oxnard, CA 93033, USA",34.1599885,-119.1274334,2259.8184193907323
90272,CA,"Pacific Palisades, CA 90272, USA",34.0845245,-118.5447787,2228.9645542880644
90402,CA,"Santa Monica, CA 90402, USA",34.0352816,-118.5068325,2227.7454176830493
90266,CA,"Manhattan Beach, CA 90266, USA",33.8908371,-118.3987842,2224.3687325951023
90077,CA,"Los Angeles, CA 90077, USA",34.1014861,-118.4571974,2223.8205207688607
90274,CA,"Rolling Hills Estates, CA 90274, USA",33.7793751,-118.3520389,2223.8113267959934
90278,CA,"Redondo Beach, CA 90278, USA",33.865913,-118.3754131,2223.5273249783795
90069,CA,"West Hollywood, CA 90069, USA",34.0931603,-118.3783347,2219.6078157249053
90036,CA,"Los Angeles, CA 90036, USA",34.0664817,-118.3520389,2218.627895894101
90005,CA,"Sanford, CA 90005, USA",34.0578814,-118.3096648,2216.437389331945
90029,CA,"Los Angeles, CA 90029, USA",34.0880507,-118.2965121,2215.1737727460672
90703,CA,"Artesia, CA 90703, USA",33.8724552,-118.0595907,2205.924357061744
92679,CA,"Portola Hills, CA 92679, USA",33.5941759,-117.5730639,2184.046635980024
92101,CA,"San Diego, CA 92101, USA",32.7269669,-117.1647094,2178.016897144876
92024,CA,"Encinitas, CA 92024, USA",33.052083,-117.2793685,2177.998517892931
92130,CA,"San Diego, CA 92130, USA",32.9436607,-117.2088167,2176.1880198545223
92127,CA,"San Diego, CA 92127, USA",33.0227476,-117.1382404,2170.7221207413722
92026,CA,"Escondido, CA 92026, USA",33.2156978,-117.1147095,2165.702558197596
85374,AZ,"Surprise, AZ 85374, USA",33.657298,-112.4649083,1899.0368139033626
85018,AZ,"Phoenix, AZ 85018, USA",33.4962205,-111.9641728,1873.954054493407
85253,AZ,"Scottsdale, AZ 85253, USA",33.5388471,-111.9641728,1873.2069992578731
85286,AZ,"Chandler, AZ 85286, USA",33.2664407,-111.8210866,1870.0712469910998
86336,AZ,"Sedona, AZ 86336, USA",34.8905205,-111.8091625,1843.028918514112
86351,AZ,"Sedona, AZ 86351, USA",34.7566841,-111.7376178,1841.0086486392554
85602,AZ,"Benson, AZ 85602, USA",32.1500959,-110.3785438,1810.973154042916
84020,UT,"Draper, UT 84020, USA",40.4960215,-111.8687825,1802.7668987302393
83001,WY,"Hoback Junction, WY 83001, USA",43.4686966,-110.6724168,1751.0734423128981
81419,CO,"Hotchkiss, CO 81419, USA",38.9819946,-107.71625,1584.2900770740418
87122,NM,"Albuquerque, NM 87122, USA",35.1808064,-106.519036,1545.515330107518
81632,CO,"Edwards, CO 81632, USA",39.6471106,-106.6527099,1527.0478266250796
80439,CO,"Evergreen, CO 80439, USA",39.6184866,-105.4302383,1461.9730910207431
80403,CO,"Arvada, CO 80403, USA",39.8325847,-105.336536,1457.4372617118129
80301,CO,"Boulder, CO 80301, USA",40.04065060000001,-105.2077798,1451.207678625998
82009,WY,"Cheyenne, WY 82009, USA",41.3361875,-104.9388853,1444.1010684361372
80863,CO,"Woodland Park, CO 80863, USA",39.0540773,-105.1025075,1443.9320497504223
80031,CO,"Westminster, CO 80031, USA",39.8774533,-105.0382076,1441.743397291807
80547,CO,"Timnath, CO 80547, USA",40.5185615,-104.9564084,1439.9224940958347
80222,CO,"Denver, CO 80222, USA",39.6696322,-104.9330448,1435.632665455103
80906,CO,"Colorado Springs, CO 80906, USA",38.7665005,-104.8804893,1432.0508772119083
80011,CO,"Aurora, CO 80011, USA",39.7542465,-104.7871004,1428.0889041798764
80920,CO,"Colorado Springs, CO 80920, USA",38.9583005,-104.7812654,1426.6698988176342
79707,TX,"Midland, TX 79707, USA",32.0555791,-102.2319048,1358.0183169034185
76943,TX,"Ozona, TX 76943, USA",30.5146701,-101.0711758,1330.4839130500964
78364,,"Kingsville, TX 78364, USA",27.5165721,-97.8686298,1254.1721511214373
57536,SD,"Harrold, SD 57536, USA",44.3948122,-99.7678687,1237.6884066451466
78023,TX,"Helotes, TX 78023, USA",29.61721229999999,-98.7260927,1228.1729056781471
79606,TX,"Abilene, TX 79606, USA",32.3560371,-99.8348146,1218.2605016116838
78209,TX,"San Antonio, TX 78209, USA",29.4854054,-98.4513272,1217.4586798458415
78259,TX,"San Antonio, TX 78259, USA",29.6249386,-98.4293891,1211.962414080942
78130,TX,"Canyon Lake, TX 78130, USA",29.7049806,-98.068343,1190.0904365080883
67876,KS,"Spearville, KS 67876, USA",37.8682381,-99.7678687,1155.100800312945
76450,TX,"Graham, TX 76450, USA",33.0953425,-98.6160674,1135.7188309584164
76712,TX,"Woodway, TX 76712, USA",31.5348439,-97.286868,1096.3079094527777
76706,TX,"Robinson, TX 76706, USA",31.456042,-97.0713572,1086.495363750972
57104,SD,"Sioux Falls, SD 57104, USA",43.6032799,-96.7172907,1076.6262735013656
76109,TX,"Fort Worth, TX 76109, USA",32.6986242,-97.3786689,1074.6992564597738
76110,TX,"Fort Worth, TX 76110, USA",32.7011609,-97.3354531,1072.2490884132983
76131,TX,"Blue Mound, TX 76131, USA",32.8959754,-97.3624598,1069.7999636059847
77459,TX,"Missouri City, TX 77459, USA",29.4773092,-95.5302337,1062.6502489024517
76120,TX,"Fort Worth, TX 76120, USA",32.7660707,-97.184414,1062.533601616196
76092,TX,"Southlake, TX 76092, USA",32.9533477,-97.1467072,1056.6760044414866
75019,TX,"Coppell, TX 75019, USA",32.9618763,-96.9960925,1048.1397841246203
77008,TX,"Houston, TX 77008, USA",29.7995924,-95.4201377,1046.0813539358144
77375,TX,"The Woodlands, TX 77375, USA",30.1098349,-95.5827334,1044.6457235007726
76240,TX,"Callisburg, TX 76240, USA",33.6353571,-97.1359377,1043.5749307292078
75219,TX,"Dallas, TX 75219, USA",32.8122051,-96.8109852,1040.871652955823
75230,TX,"Dallas, TX 75230, USA",32.9005121,-96.7868794,1037.744599682111
75248,TX,"Dallas, TX 75248, USA",32.9737114,-96.7815237,1035.9877753742599
77384,TX,"Shenandoah, TX 77384, USA",30.24040849999999,-95.4882679,1035.5072173360895
75243,TX,"Dallas, TX 75243, USA",32.9087285,-96.7386946,1034.9051079096434
75013,TX,"Allen, TX 75013, USA",33.1128019,-96.6958939,1028.515638966594
67212,KS,"Wichita, KS 67212, USA",37.7071863,-97.4327273,1027.5103898595075
68516,NE,"Lincoln, NE 68516, USA",40.7422154,-96.6477771,1011.4137727144639
75452,TX,"Leonard, TX 75452, USA",33.4045304,-96.2482149,998.159267585267
77399,TX,"Livingston, TX 77399, USA",30.6442632,-94.8737819,990.283973240654
55347,MN,"Eden Prairie, MN 55347, USA",44.8260376,-93.4700327,975.0400615226083
77619,TX,"Groves, TX 77619, USA",29.94513229999999,-93.9113634,962.2016341462048
55060,MN,"Owatonna, MN 55060, USA",44.0888533,-93.2181477,937.0850359565748
66048,KS,"Leavenworth, KS 66048, USA",39.2758776,-94.9974461,905.8525833555931
50312,IA,"Des Moines, IA 50312, USA",41.5774667,-93.6775362,880.5680125617879
50602,IA,"Allison, IA 50602, USA",42.73216720000001,-92.797901,872.3642192117402
64081,MO,"Lee's Summit, MO 64081, USA",38.9119463,-94.4136213,871.0133814288555
72916,AR,"Fort Smith, AR 72916, USA",35.2910902,-94.3359635,865.059916288075
72730,AR,"Farmington, AR 72730, USA",36.0246346,-94.264103,855.6571879406097
72701,AR,"Fayetteville, AR 72701, USA",35.9980929,-94.0899911,846.0990077715176
70380,LA,"Morgan City, LA 70380, USA",29.7147573,-91.1161166,828.8017409497783
33040,FL,"Key West, FL 33040, USA",24.5551249,-81.78000399999999,809.1052347565001
65714,MO,"Nixa, MO 65714, USA",37.0581529,-93.318747,800.9322938206382
52401,IA,"Cedar Rapids, IA 52401, USA",41.97464,-91.6590662,796.6929599903909
52403,IA,"Bertram, IA 52403, USA",41.97810940000001,-91.5886966,793.5834083696811
65622,MO,"Buffalo, MO 65622, USA",37.6189071,-93.1177555,791.4696127232894
52245,IA,"Iowa City, IA 52245, USA",41.6613587,-91.4918235,779.3329911443467
54234,WI,"Sister Bay, WI 54234, USA",45.17804,-87.09064169999999,763.615190549894
72034,AR,"Conway, AR 72034, USA",35.0468028,-92.4703057,763.2258809368741
72113,AR,"Maumelle, AR 72113, USA",34.8608793,-92.4011124,761.4531066309412
33196,FL,"Miami, FL 33196, USA",25.6697865,-80.4660256,719.9394582149802
33156,FL,"Pinecrest, FL 33156, USA",25.6579955,-80.2878794,719.5021100483989
33143,FL,"South Miami, FL 33143, USA",25.6993807,-80.29345219999999,716.6954883787752
33175,FL,"Miami, FL 33175, USA",25.7357116,-80.3992652,714.929121351904
33133,FL,"Coconut Grove, FL 33133, USA",25.7307897,-80.2377078,714.1752295483631
34114,FL,"Naples, FL 34114, USA",25.9369686,-81.5596427,712.8157068379022
33132,FL,"Miami, FL 33132, USA",25.7700009,-80.1679758,711.0465775471388
33139,FL,"Miami Beach, FL 33139, USA",25.783312,-80.1484407,710.0138416639461
34113,FL,"Naples, FL 34113, USA",26.0533532,-81.7458845,707.4463700355752
33016,FL,"Miami Lakes, FL 33016, USA",25.8925211,-80.3352364,703.7133464403358
34102,FL,"Naples, FL 34102, USA",26.132433,-81.7951054,702.8126216397342
65453,MO,"Cuba, MO 65453, USA",38.0757072,-91.4241426,702.727640769138
33018,FL,"Miami Lakes, FL 33018, USA",25.9231399,-80.3992652,702.0663819870025
33029,FL,"Hollywood, FL 33029, USA",25.9839048,-80.4326521,698.14364224176
33028,FL,"Hollywood, FL 33028, USA",26.0193082,-80.34915989999999,695.1067341501264
34108,FL,"Naples, FL 34108, USA",26.250353,-81.806039,695.039616669696
34119,FL,"Naples, FL 34119, USA",26.2632309,-81.7239979,693.0104075961151
33316,FL,"Fort Lauderdale, FL 33316, USA",26.0977657,-80.1261093,688.2546358725227
39157,MS,"Ridgeland, MS 39157, USA",32.4352998,-90.1588618,686.4114926385321
63077,MO,"St Clair, MO 63077, USA",38.3333922,-91.0011902,682.7942628961523
33928,FL,"Estero, FL 33928, USA",26.4273206,-81.7239979,681.9704465619596
53211,WI,"Shorewood, WI 53211, USA",43.0824328,-87.87952299999999,681.8322766024397
33321,FL,"Tamarac, FL 33321, USA",26.208305,-80.2685032,681.5704389161012
33908,FL,"Fort Myers, FL 33908, USA",26.5101373,-81.9425701,679.6425385802683
33062,FL,"Pompano Beach, FL 33062, USA",26.2474478,-80.09260139999999,677.7605182533127
63368,MO,"O'Fallon, MO 63368, USA",38.7450528,-90.724773,673.7033284995231
33432,FL,"Boca Raton, FL 33432, USA",26.3401581,-80.0814292,671.3180284052552
33901,FL,"Fort Myers, FL 33901, USA",26.6235485,-81.87706709999999,671.0493926074109
33437,FL,"Boynton Beach, FL 33437, USA",26.5145591,-80.15402259999999,659.775279145516
63131,MO,"Des Peres, MO 63131, USA",38.6206914,-90.4408037,656.8883951010317
36587,AL,"Wilmer, AL 36587, USA",30.8395962,-88.362785,649.7907359109934
34285,FL,"Venice, FL 34285, USA",27.0935232,-82.43735889999999,649.2847731453735
60087,IL,"Waukegan, IL 60087, USA",42.39217499999999,-87.85133789999999,649.2520796251677
33480,FL,"Palm Beach, FL 33480, USA",26.6872579,-80.0367259,647.1814147903059
34292,FL,"Venice, FL 34292, USA",27.1171731,-82.33433749999999,645.8322183160602
60045,IL,"Mettawa, IL 60045, USA",42.2390535,-87.8711288,643.3091662981924
34238,FL,"Sarasota, FL 34238, USA",27.241131,-82.4644445,640.0836106549158
34231,FL,"Sarasota, FL 34231, USA",27.2612782,-82.5131717,639.6926336737662
36535,AL,"Foley, AL 36535, USA",30.3928623,-87.7172616,638.3578540610739
62656,IL,"Lincoln, IL 62656, USA",40.1640909,-89.3795835,635.7839058556987
34240,FL,"Sarasota, FL 34240, USA",27.3275324,-82.33433749999999,631.9594998117702
33469,FL,"JUPITER INLET, FL 33469, USA",26.9780083,-80.109357,627.6411567852289
60154,IL,"Westchester, IL 60154, USA",41.845718,-87.88933829999999,627.282325753145
60521,IL,"Hinsdale, IL 60521, USA",41.7967461,-87.92857769999999,626.8666762082901
34209,FL,"Bradenton, FL 34209, USA",27.5073732,-82.63754019999999,626.0581368997739
60558,IL,"Western Springs, IL 60558, USA",41.8061539,-87.8991514,626.0419478570536
49337,MI,"Newaygo, MI 49337, USA",43.4225427,-85.7051116,625.5139860451911
34974,FL,"Okeechobee, FL 34974, USA",27.1159448,-80.9428911,625.5122851258847
60613,IL,"Chicago, IL 60613, USA",41.9577761,-87.6556468,622.5264730049994
33455,FL,"Hobe Sound, FL 33455, USA",27.0867813,-80.1651854,620.5402359410402
34997,FL,"Stuart, FL 34997, USA",27.1038963,-80.2432839,619.9160416690303
60610,IL,"Chicago, IL 60610, USA",41.9003099,-87.63338710000001,619.164855918387
34990,FL,"Palm City, FL 34990, USA",27.1458025,-80.3435908,617.8009437679057
38654,MS,"Mineral Wells, MS 38654, USA",34.9481276,-89.83037929999999,616.909508850513
38120,TN,"Memphis, TN 38120, USA",35.1212908,-89.8551818,616.338138270822
32505,FL,"Pensacola, FL 32505, USA",30.44151849999999,-87.2518824,615.036773263714
49310,MI,"Blanchard, MI 49310, USA",43.5111682,-85.0441304,611.162403677782
33705,FL,"St. Petersburg, FL 33705, USA",27.7346248,-82.6321376,611.1541489437071
32514,FL,"Pensacola, FL 32514, USA",30.5327462,-87.2120599,609.1271451325302
33573,FL,"Sun City Center, FL 33573, USA",27.7254716,-82.3560389,606.218973440804
33872,FL,"Sebring, FL 33872, USA",27.5140657,-81.52672820000001,606.128065916709
38017,TN,"Collierville, TN 38017, USA",35.0603204,-89.64399240000002,605.212897790536
33702,FL,"St. Petersburg, FL 33702, USA",27.8512042,-82.6321376,603.5823540145159
33771,FL,"Largo, FL 33771, USA",27.9046811,-82.7616822,602.8850211797359
33756,FL,"Clearwater, FL 33756, USA",27.9413341,-82.79402970000001,601.2262710943786
60914,IL,"Bourbonnais, IL 60914, USA",41.1908177,-87.86479609999999,600.0099365059579
32535,FL,"Century, FL 32535, USA",30.9724762,-87.3711477,597.2310876319942
33629,FL,"Palma Ceia, FL 33629, USA",27.9263478,-82.5131717,596.2310216849809
34681,FL,"Crystal Beach, FL 34681, USA",28.091196,-82.7785318,591.2315490798234
34683,FL,"Palm Harbor, FL 34683, USA",28.0910357,-82.7616822,590.8685339745343
32570,FL,"Milton, FL 32570, USA",30.8158292,-87.0224442,587.9013749196395
34689,FL,"Tarpon Springs, FL 34689, USA",28.1436975,-82.76707449999999,587.59929954629
33618,FL,"Carrollwood, FL 33618, USA",28.0771075,-82.50234640000001,586.2061176246082
33556,FL,"Odessa, FL 33556, USA",28.1222486,-82.5834947,584.9859125969997
32547,FL,"Fort Walton Beach, FL 32547, USA",30.4960651,-86.63087589999999,584.9379307481435
12845,NY,"Lake George, NY 12845, USA",43.4399291,-73.68893779999999,584.109914577031
34655,FL,"NEW PRT RCHY, FL 34655, USA",28.185653,-82.6807458,582.990904237787
32967,FL,"Vero Beach, FL 32967, USA",27.7242715,-80.4660256,579.2469987667727
48835,MI,"Fowler, MI 48835, USA",43.0352846,-84.75244819999999,575.7233882560561
34639,FL,"Land O' Lakes, FL 34639, USA",28.2424856,-82.4427769,574.2273654868109
62918,IL,"Carterville, IL 62918, USA",37.7733667,-89.0847949,573.542686057222
34759,FL,"Poinciana, FL 34759, USA",28.1026718,-81.4498717,565.5438748026005
34610,FL,"Spring Hill, FL 34610, USA",28.3965412,-82.49693309999999,565.391046517882
33896,FL,"CHAMPIONS GT, FL 33896, USA",28.2549725,-81.56512699999999,557.175287724829
38301,TN,"Jackson, TN 38301, USA",35.5821649,-88.8455037,555.8029470538806
32903,FL,"Indialantic, FL 32903, USA",28.1095304,-80.5827272,554.0784029899335
32328,FL,"Eastpoint, FL 32328, USA",29.7594805,-84.87763919999999,552.1149517324127
32935,FL,"Melbourne, FL 32935, USA",28.1543081,-80.6437906,551.6618256299607
32940,FL,"Melbourne, FL 32940, USA",28.1988979,-80.7879407,550.2206550256843
34771,FL,"MAGNOLIA SQUARE, FL 34771, USA",28.2687237,-81.1416691,549.9496844794458
32937,FL,"IND HBR BCH, FL 32937, USA",28.179854,-80.59383299999999,549.4018514330296
46514,IN,"Elkhart, IN 46514, USA",41.7204299,-85.9815339,546.8222871008188
49093,MI,"Three Rivers, MI 49093, USA",41.9751647,-85.62292959999999,546.3744883760465
32869,FL,"Orlando, FL 32869, USA",28.4187903,-81.47590389999999,544.8285662359549
32931,FL,"Cocoa Beach, FL 32931, USA",28.3150144,-80.621591,540.4923599122588
42003,KY,"Paducah, KY 42003, USA",37.0100528,-88.57585739999999,539.4876584612696
32818,FL,"Pine Hills, FL 32818, USA",28.5802998,-81.4828198,534.1763588100314
32808,FL,"Pine Hills, FL 32808, USA",28.5775287,-81.4388858,533.6549445098998
34465,FL,"Beverly Hills, FL 34465, USA",28.9202255,-82.52940650000001,532.426732975134
32828,FL,"Alafaya, FL 32828, USA",28.5374094,-81.1747498,532.3458113376553
12077,NY,"Glenmont, NY 12077, USA",42.60139789999999,-73.78308609999999,532.2243506133232
12159,NY,"Slingerlands, NY 12159, USA",42.6340869,-73.87719009999999,531.5564163864506
12123,NY,"Nassau, NY 12123, USA",42.5122393,-73.6300729,531.3710814290899
34460,FL,"Lecanto, FL 34460, USA",28.93,-82.49,530.904032091245
32817,FL,"Union Park, FL 32817, USA",28.5880175,-81.2408689,529.9121767860424
32792,FL,"Aloma, FL 32792, USA",28.6092911,-81.30142839999999,529.394957366182
13126,NY,"Oswego, NY 13126, USA",43.4244918,-76.4794435,528.8122005005472
49272,MI,"Pleasant Lake, MI 49272, USA",42.4018714,-84.3436881,527.9300614216043
12184,NY,"Valatie, NY 12184, USA",42.4121386,-73.6653939,524.6351973263961
32163,FL,"The Villages, FL 32163, USA",28.8590713,-81.9698456,524.49481330731
32750,FL,"Longwood, FL 32750, USA",28.7108495,-81.3509416,523.3720816142334
32162,FL,"The Villages, FL 32162, USA",28.9121162,-81.986206,521.3521376282077
32159,FL,"The Villages, FL 32159, USA",28.9177956,-81.8879884,519.061752033644
34432,FL,"Dunnellon, FL 34432, USA",29.0846585,-82.36688699999999,518.2151275475461
34491,FL,"Summerfield, FL 34491, USA",28.9854033,-82.0516102,517.8899444164255
32195,FL,"Weirsdale, FL 32195, USA",28.9762786,-81.89890799999999,515.4450568296148
32784,FL,"Umatilla, FL 32784, USA",28.9533776,-81.71305219999999,513.4383473400537
48316,MI,"Shelby Township, MI 48316, USA",42.6834831,-83.0683519,511.2069290133638
48042,MI,"Macomb, MI 48042, USA",42.6937328,-82.9178838,508.43672000980797
34471,FL,"Ocala, FL 34471, USA",29.1571921,-82.1223977,508.2148101245506
48334,MI,"Farmington, MI 48334, USA",42.5049385,-83.3468784,506.9722751704911
48104,MI,"Ann Arbor, MI 48104, USA",42.2660881,-83.7146001,502.34122717999185
32168,FL,"New Smyrna Beach, FL 32168, USA",29.0034265,-81.0533854,499.3222182404997
48221,MI,"Detroit, MI 48221, USA",42.4349152,-83.15417959999999,498.0099333575252
14450,NY,"Fairport, NY 14450, USA",43.0745542,-77.4013403,495.100696216638
35634,AL,"Florence, AL 35634, USA",34.9049888,-87.5988876,493.20189631532674
12572,NY,"Rhinebeck, NY 12572, USA",41.9309816,-73.86542949999999,491.4802207839721
12409,NY,"Shady, NY 12409, USA",42.0558187,-74.16509909999999,489.97730018432105
36111,AL,"Montgomery, AL 36111, USA",32.3405671,-86.2615689,489.12024479195907
32333,FL,"Havana, FL 32333, USA",30.6374979,-84.3962535,486.5933544609669
14472,NY,"Honeoye Falls, NY 14472, USA",42.9691924,-77.57340479999999,486.4826353545756
46112,IN,"Brownsburg, IN 46112, USA",39.8638689,-86.39847929999999,485.8475587237328
46802,IN,"Fort Wayne, IN 46802, USA",41.0644747,-85.17385759999999,485.22538623753275
35244,AL,"Hoover, AL 35244, USA",33.3639393,-86.8119917,483.0240804062217
14221,NY,"Buffalo, NY 14221, USA",42.9734553,-78.713608,481.47610144204253
35216,AL,"Hoover, AL 35216, USA",33.4306545,-86.7919009,480.0780907231946
46221,IN,"Indianapolis, IN 46221, USA",39.6916137,-86.2430091,472.683693865994
35180,AL,"Warrior, AL 35180, USA",33.82318,-86.8421125,472.40640186671675
39828,GA,"Cairo, GA 39828, USA",30.8354097,-84.20679919999999,468.8859687584297
46011,IN,"Woodlawn Heights, IN 46011, USA",40.1287659,-85.7461548,466.94111454877685
32131,FL,"East Palatka, FL 32131, USA",29.6709552,-81.57061089999999,463.642806216214
12508,NY,"Beacon, NY 12508, USA",41.4896627,-73.9712488,463.61262853570787
32137,FL,"Palm Coast, FL 32137, USA",29.6250683,-81.2188355,460.37729382390205
13865,NY,"West Windsor, NY 13865, USA",42.0662987,-75.5742467,455.80187138272566
11782,NY,"Cherry Grove, NY 11782, USA",40.7368396,-73.0818468,455.20469332728254
36027,AL,"Bakerhill, AL 36027, USA",31.96934529999999,-85.1686743,452.8745678777475
32043,FL,"Green Cove Springs, FL 32043, USA",29.9456874,-81.73494199999999,449.0302287035098
37221,TN,"Nashville, TN 37221, USA",36.07273259999999,-86.96240859999999,448.2367091012829
11724,NY,"Cold Spring Harbor, NY 11724, USA",40.8601669,-73.4474855,447.82737140739323
10573,NY,"Port Chester, NY 10573, USA",41.0125894,-73.6830521,447.37649696934915
32068,FL,"Middleburg, FL 32068, USA",30.0700179,-81.8879884,444.3157981944777
37205,TN,"Nashville, TN 37205, USA",36.1030036,-86.87221459999999,443.14311355099
35773,AL,"Toney, AL 35773, USA",34.8823758,-86.6409554,440.3941590700587
32259,FL,"Jacksonville, FL 32259, USA",30.0535265,-81.6254283,439.77400186111197
35801,AL,"Huntsville, AL 35801, USA",34.7364493,-86.5501654,437.656878409594
37027,TN,"Brentwood, TN 37027, USA",35.9805462,-86.761749,437.2721698110405
11793,NY,"Wantagh, NY 11793, USA",40.6814503,-73.506402,436.7667924284727
11530,NY,"Garden City, NY 11530, USA",40.7217973,-73.6477342,433.68843381936335
45840,OH,"Findlay, OH 45840, USA",41.0462307,-83.6561215,431.435974086907
31701,GA,"Albany, GA 31701, USA",31.5301723,-84.17516479999999,431.33765375224885
16428,PA,"North East, PA 16428, USA",42.1599399,-79.8520818,427.9317712638803
37075,TN,"Hendersonville, TN 37075, USA",36.3233083,-86.6006249,427.89167648315964
32256,FL,"Jacksonville, FL 32256, USA",30.2205397,-81.5537192,427.4648766317671
10027,NY,"New York, NY 10027, USA",40.8138912,-73.96243270000001,427.450566290171
32210,FL,"Jacksonville, FL 32210, USA",30.2775931,-81.7239979,427.3738037898963
16503,PA,"Erie, PA 16503, USA",42.1253347,-80.0702555,427.06126301333984
10128,NY,"New York, NY 10128, USA",40.7826039,-73.9506774,426.2141135992516
10028,NY,"New York, NY 10028, USA",40.77664120000001,-73.9521468,425.85233795822666
31620,GA,"Adel, GA 31620, USA",31.1189052,-83.4430118,425.733990239503
10023,NY,"New York, NY 10023, USA",40.7769059,-73.9800645,424.91137533260365
37160,TN,"Shelbyville, TN 37160, USA",35.3826611,-86.4592091,424.15248344550577
16506,PA,"Erie, PA 16506, USA",42.0591155,-80.15402259999999,423.2055709933209
10001,NY,"New York, NY 10001, USA",40.75368539999999,-73.9991637,423.0435237114244
32250,FL,"Jacksonville, FL 32250, USA",30.2745944,-81.4114142,421.0948844080491
18436,PA,"Jefferson Township, PA 18436, USA",41.4407956,-75.41116439999999,420.7134052586951
37066,TN,"Gallatin, TN 37066, USA",36.40516909999999,-86.438974,419.00762022924573
36207,AL,"Anniston, AL 36207, USA",33.656468,-85.7461548,418.77667489168493
31909,GA,"Columbus, GA 31909, USA",32.5371089,-84.9297206,417.631020578142
11230,NY,"Brooklyn, NY 11230, USA",40.6190629,-73.96537150000002,417.2211760163927
18426,PA,"Greentown, PA 18426, USA",41.298782,-75.2245693,416.80713609216286
32218,FL,"Jacksonville, FL 32218, USA",30.4686832,-81.6692532,413.8947575534885
36264,AL,"Heflin, AL 36264, USA",33.5829719,-85.56121,411.32764363651773
36273,AL,"Ranburne, AL 36273, USA",33.54305799999999,-85.3859519,403.5065534499125
18618,PA,"Harveys Lake, PA 18618, USA",41.3700124,-76.0565965,401.73245737484814
37357,TN,"Morrison, TN 37357, USA",35.6059569,-85.9100089,391.59270875985425
45013,OH,"Fairfield, OH 45013, USA",39.4049854,-84.6479124,390.4400990059328
31503,GA,"Waycross, GA 31503, USA",31.1774225,-82.4319405,389.5410941415187
44281,OH,"Wadsworth, OH 44281, USA",41.046167,-81.7568253,379.9948678337233
18042,PA,"Glendon, PA 18042, USA",40.6551234,-75.2128996,379.2362013279519
31553,GA,"Nahunta, GA 31553, USA",31.1510963,-81.9971108,378.8708153026206
45458,OH,"SUGARCRK TWP, OH 45458, USA",39.5978465,-84.15406589999999,377.56618081874456
31516,GA,"Blackshear, GA 31516, USA",31.3250399,-82.2365981,374.95532065606426
30265,GA,"Newnan, GA 30265, USA",33.3931572,-84.7106567,374.2799617739811
30757,GA,"Wildwood, GA 30757, USA",34.9207563,-85.4478726,373.89794574551576
41018,KY,"Covington, KY 41018, USA",39.0140872,-84.6008093,373.3833680754248
45039,OH,"Maineville, OH 45039, USA",39.33376,-84.238417,369.8457398316777
16121,PA,"Farrell, PA 16121, USA",41.2108973,-80.4966062,369.24932371189743
30157,GA,"Dallas, GA 30157, USA",33.8465617,-84.87763919999999,368.03013418794217
31036,GA,"Hawkinsville, GA 31036, USA",32.232644,-83.46435509999999,367.40646342108823
18104,PA,"Allentown, PA 18104, USA",40.5977756,-75.5393155,366.74432587032857
18902,PA,"Doylestown, PA 18902, USA",40.3610338,-75.0961549,366.0002109108785
31523,GA,"Brunswick, GA 31523, USA",31.2198201,-81.64734399999999,365.6291900810297
30178,GA,"Taylorsville, GA 30178, USA",34.1061482,-84.9713512,365.5793508472673
18940,PA,"George School, PA 18940, USA",40.2626407,-74.95594799999999,364.97667620011987
43017,OH,"Dublin, OH 43017, USA",40.115674,-83.13273319999999,364.1376253010008
30120,GA,"Euharlee, GA 30120, USA",34.1577811,-84.87763919999999,359.2594537412534
30204,GA,"Barnesville, GA 30204, USA",33.0531651,-84.1224036,358.73131180714256
31005,GA,"Bonaire, GA 31005, USA",32.51964,-83.5603112,357.3208729494652
31525,GA,"Brunswick, GA 31525, USA",31.3262391,-81.5377013,356.26325864021186
44514,OH,"Youngstown, OH 44514, USA",40.9890605,-80.621591,356.0395761166351
31522,GA,"Brunswick, GA 31522, USA",31.2690865,-81.36194019999999,355.79418203730376
43081,OH,"Westerville, OH 43081, USA",40.1014036,-82.89636039999999,355.4598706088218
30701,GA,"Calhoun, GA 30701, USA",34.5156085,-84.9609464,355.02563071362977
30082,GA,"Smyrna, GA 30082, USA",33.8598323,-84.53794549999999,350.1255342079259
